"casenum","date","weight_","hhcode","othersid","othersde","s7_4q2","s7_4q3","s7_4q4"
324,"6/21/99",1,2110131,6,"Other agri product (Kg)",1.79769313486232e+308,300,60
378,"6/21/99",1,2110141,1,"Tress (number)",2,1500,1.79769313486232e+308
379,"6/21/99",1,2110141,6,"Other agri product (Kg)",1.79769313486232e+308,800,1.79769313486232e+308
380,"6/21/99",1,2110142,5,"Egg (4 Numbers)",50,500,1.79769313486232e+308
381,"6/21/99",1,2110142,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
395,"6/21/99",1,2110151,4,"Milk (Litre)",50,750,200
396,"6/21/99",1,2110151,5,"Egg (4 Numbers)",60,600,100
397,"6/21/99",1,2110151,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
325,"6/21/99",1,2110231,1,"Tress (number)",2,1500,1.79769313486232e+308
326,"6/21/99",1,2110231,2,"Fruit (Kg)",300,6000,1.79769313486232e+308
327,"6/21/99",1,2110231,4,"Milk (Litre)",360,5400,1500
328,"6/21/99",1,2110231,5,"Egg (4 Numbers)",60,600,50
1.79769313486232e+308,"10/07/99",1,2110231,6,"Other agri product (Kg)",1.79769313486232e+308,1500,50
382,"6/21/99",1,2110241,2,"Fruit (Kg)",25,500,1.79769313486232e+308
383,"6/21/99",1,2110241,4,"Milk (Litre)",495,7425,1200
384,"6/21/99",1,2110241,5,"Egg (4 Numbers)",50,500,100
385,"6/21/99",1,2110241,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
386,"6/21/99",1,2110242,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
398,"6/21/99",1,2110251,2,"Fruit (Kg)",30,450,1.79769313486232e+308
399,"6/21/99",1,2110251,3,"Other forest product",10,500,1.79769313486232e+308
400,"6/21/99",1,2110251,5,"Egg (4 Numbers)",35,350,1.79769313486232e+308
401,"6/21/99",1,2110251,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
329,"6/21/99",1,2110331,4,"Milk (Litre)",720,10800,1000
330,"6/21/99",1,2110331,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
331,"6/21/99",1,2110331,6,"Other agri product (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
387,"6/21/99",1,2110341,1,"Tress (number)",1,300,1.79769313486232e+308
388,"6/21/99",1,2110341,2,"Fruit (Kg)",5,50,1.79769313486232e+308
389,"6/21/99",1,2110341,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
390,"6/21/99",1,2110341,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
402,"6/21/99",1,2110351,1,"Tress (number)",2,3000,1.79769313486232e+308
403,"6/21/99",1,2110351,2,"Fruit (Kg)",10,300,1.79769313486232e+308
404,"6/21/99",1,2110351,4,"Milk (Litre)",135,1620,500
405,"6/21/99",1,2110351,5,"Egg (4 Numbers)",104,1040,300
406,"6/21/99",1,2110351,6,"Other agri product (Kg)",1.79769313486232e+308,450,1.79769313486232e+308
332,"6/21/99",1,2110431,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
333,"6/21/99",1,2110431,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
391,"6/21/99",1,2110441,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
392,"6/21/99",1,2110441,6,"Other agri product (Kg)",1.79769313486232e+308,80,1.79769313486232e+308
407,"6/21/99",1,2110459,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
408,"6/21/99",1,2110459,6,"Other agri product (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
334,"6/21/99",1,2110531,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
335,"6/21/99",1,2110531,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
393,"6/21/99",1,2110541,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
394,"6/21/99",1,2110541,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
336,"6/21/99",1,2110631,4,"Milk (Litre)",1760,26400,7200
337,"6/21/99",1,2110631,5,"Egg (4 Numbers)",12.5,150,1.79769313486232e+308
338,"6/21/99",1,2110631,6,"Other agri product (Kg)",1.79769313486232e+308,2000,1.79769313486232e+308
339,"6/21/99",1,2110731,5,"Egg (4 Numbers)",40,400,20
340,"6/21/99",1,2110731,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
341,"6/21/99",1,2110831,1,"Tress (number)",2,2000,1.79769313486232e+308
342,"6/21/99",1,2110831,5,"Egg (4 Numbers)",60,600,1.79769313486232e+308
343,"6/21/99",1,2110831,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
344,"6/21/99",1,2110832,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
345,"6/21/99",1,2110931,5,"Egg (4 Numbers)",72,720,1.79769313486232e+308
346,"6/21/99",1,2110931,6,"Other agri product (Kg)",1.79769313486232e+308,400,1.79769313486232e+308
347,"6/21/99",1,2111031,1,"Tress (number)",5,5000,1.79769313486232e+308
348,"6/21/99",1,2111031,2,"Fruit (Kg)",20,300,1.79769313486232e+308
349,"6/21/99",1,2111031,3,"Other forest product",12,144,1.79769313486232e+308
350,"6/21/99",1,2111031,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
351,"6/21/99",1,2111031,6,"Other agri product (Kg)",1.79769313486232e+308,50,1.79769313486232e+308
352,"6/21/99",1,2111131,2,"Fruit (Kg)",5,20,1.79769313486232e+308
353,"6/21/99",1,2111131,3,"Other forest product",4,200,1.79769313486232e+308
354,"6/21/99",1,2111131,4,"Milk (Litre)",750,9000,2000
355,"6/21/99",1,2111131,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
356,"6/21/99",1,2111131,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
357,"6/21/99",1,2111231,4,"Milk (Litre)",720,8640,500
358,"6/21/99",1,2111231,5,"Egg (4 Numbers)",90,900,300
359,"6/21/99",1,2111231,6,"Other agri product (Kg)",1.79769313486232e+308,1200,300
360,"6/21/99",1,2111232,4,"Milk (Litre)",367,4404,1500
361,"6/21/99",1,2111233,5,"Egg (4 Numbers)",7,70,1.79769313486232e+308
362,"6/21/99",1,2111233,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
363,"6/21/99",1,2111339,2,"Fruit (Kg)",10,200,1.79769313486232e+308
364,"6/21/99",1,2111339,5,"Egg (4 Numbers)",50,500,1.79769313486232e+308
365,"6/21/99",1,2111339,6,"Other agri product (Kg)",1.79769313486232e+308,460,80
366,"6/21/99",1,2111439,3,"Other forest product",8,120,1.79769313486232e+308
367,"6/21/99",1,2111439,6,"Other agri product (Kg)",1.79769313486232e+308,230,20
368,"6/21/99",1,2111539,2,"Fruit (Kg)",20,200,1.79769313486232e+308
369,"6/21/99",1,2111539,3,"Other forest product",4,160,1.79769313486232e+308
370,"6/21/99",1,2111539,5,"Egg (4 Numbers)",15,180,1.79769313486232e+308
371,"6/21/99",1,2111539,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
372,"6/21/99",1,2111639,1,"Tress (number)",2,1200,1.79769313486232e+308
373,"6/21/99",1,2111639,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
374,"6/21/99",1,2111639,6,"Other agri product (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
375,"6/21/99",1,2111739,6,"Other agri product (Kg)",1.79769313486232e+308,300,50
376,"6/21/99",1,2111839,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
377,"6/21/99",1,2111839,6,"Other agri product (Kg)",1.79769313486232e+308,250,1.79769313486232e+308
1,"7/29/95",1,2120131,3,"Other forest product",15,750,1.79769313486232e+308
2,"7/29/95",1,2120131,4,"Milk (Litre)",368,4416,1050
3,"7/29/95",1,2120131,6,"Other agri product (Kg)",1.79769313486232e+308,850,1.79769313486232e+308
71,"6/19/99",1,2120141,6,"Other agri product (Kg)",1.79769313486232e+308,300,20
72,"6/19/99",1,2120142,6,"Other agri product (Kg)",1.79769313486232e+308,200,30
93,"6/19/99",1,2120151,1,"Tress (number)",3,14000,500
94,"6/19/99",1,2120151,2,"Fruit (Kg)",30,600,1.79769313486232e+308
95,"6/19/99",1,2120151,3,"Other forest product",10,300,1.79769313486232e+308
96,"6/19/99",1,2120151,5,"Egg (4 Numbers)",20,240,1.79769313486232e+308
97,"6/19/99",1,2120151,6,"Other agri product (Kg)",1.79769313486232e+308,650,100
4,"7/29/95",1,2120231,3,"Other forest product",80,4000,1.79769313486232e+308
5,"7/29/95",1,2120231,4,"Milk (Litre)",240,2480,800
6,"7/29/95",1,2120231,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
7,"7/29/95",1,2120231,6,"Other agri product (Kg)",1.79769313486232e+308,350,50
73,"6/19/99",1,2120241,4,"Milk (Litre)",405,7860,1000
74,"6/19/99",1,2120241,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
75,"6/19/99",1,2120241,6,"Other agri product (Kg)",1.79769313486232e+308,300,50
98,"6/19/99",1,2120251,2,"Fruit (Kg)",30,300,1.79769313486232e+308
99,"6/19/99",1,2120251,3,"Other forest product",15,225,1.79769313486232e+308
100,"6/19/99",1,2120251,4,"Milk (Litre)",375,4500,1200
101,"6/19/99",1,2120251,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
102,"6/19/99",1,2120251,6,"Other agri product (Kg)",1.79769313486232e+308,500,200
8,"7/29/95",1,2120331,3,"Other forest product",32,960,1.79769313486232e+308
9,"7/29/95",1,2120331,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
10,"7/29/95",1,2120331,6,"Other agri product (Kg)",1.79769313486232e+308,500,1.79769313486232e+308
76,"6/19/99",1,2120341,2,"Fruit (Kg)",10,200,1.79769313486232e+308
77,"6/19/99",1,2120341,3,"Other forest product",50,1250,1.79769313486232e+308
78,"6/19/99",1,2120341,4,"Milk (Litre)",90,1080,1.79769313486232e+308
79,"6/19/99",1,2120341,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
80,"6/19/99",1,2120341,6,"Other agri product (Kg)",1.79769313486232e+308,350,60
81,"6/19/99",1,2120342,1,"Tress (number)",3,1500,1.79769313486232e+308
82,"6/19/99",1,2120342,2,"Fruit (Kg)",8,80,1.79769313486232e+308
83,"6/19/99",1,2120342,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
84,"6/19/99",1,2120342,6,"Other agri product (Kg)",1.79769313486232e+308,320,20
103,"6/19/99",1,2120351,1,"Tress (number)",8,3200,1.79769313486232e+308
104,"6/19/99",1,2120351,2,"Fruit (Kg)",20,200,1.79769313486232e+308
105,"6/19/99",1,2120351,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
106,"6/19/99",1,2120351,6,"Other agri product (Kg)",1.79769313486232e+308,300,30
107,"6/19/99",1,2120352,6,"Other agri product (Kg)",1.79769313486232e+308,230,1.79769313486232e+308
11,"7/29/95",1,2120431,2,"Fruit (Kg)",20,400,1.79769313486232e+308
12,"7/29/95",1,2120431,3,"Other forest product",15,525,1.79769313486232e+308
13,"7/29/95",1,2120431,4,"Milk (Litre)",150,1800,300
14,"7/29/95",1,2120431,5,"Egg (4 Numbers)",90,900,1.79769313486232e+308
15,"7/29/95",1,2120431,6,"Other agri product (Kg)",1.79769313486232e+308,450,1.79769313486232e+308
85,"6/19/99",1,2120441,2,"Fruit (Kg)",12,120,1.79769313486232e+308
86,"6/19/99",1,2120441,3,"Other forest product",10,300,1.79769313486232e+308
87,"6/19/99",1,2120441,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
88,"6/19/99",1,2120441,6,"Other agri product (Kg)",1.79769313486232e+308,300,30
108,"6/19/99",1,2120459,1,"Tress (number)",2,4000,1.79769313486232e+308
109,"6/19/99",1,2120459,2,"Fruit (Kg)",12,240,1.79769313486232e+308
110,"6/19/99",1,2120459,3,"Other forest product",30,1050,1.79769313486232e+308
111,"6/19/99",1,2120459,4,"Milk (Litre)",750,9000,2000
112,"6/19/99",1,2120459,5,"Egg (4 Numbers)",35,350,1.79769313486232e+308
113,"6/19/99",1,2120459,6,"Other agri product (Kg)",1.79769313486232e+308,475,1.79769313486232e+308
16,"7/29/95",1,2120531,3,"Other forest product",12,240,1.79769313486232e+308
17,"7/29/95",1,2120531,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
18,"7/29/95",1,2120531,6,"Other agri product (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
89,"6/19/99",1,2120541,1,"Tress (number)",1,200,1.79769313486232e+308
90,"6/19/99",1,2120541,2,"Fruit (Kg)",10,50,1.79769313486232e+308
91,"6/19/99",1,2120541,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
92,"6/19/99",1,2120541,6,"Other agri product (Kg)",1.79769313486232e+308,700,1.79769313486232e+308
19,"7/29/95",1,2120631,3,"Other forest product",15,450,1.79769313486232e+308
20,"7/29/95",1,2120631,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
21,"7/29/95",1,2120731,5,"Egg (4 Numbers)",2.5,40,1.79769313486232e+308
22,"7/29/95",1,2120731,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
23,"7/29/95",1,2120831,5,"Egg (4 Numbers)",26,260,1.79769313486232e+308
24,"7/29/95",1,2120831,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
25,"7/29/95",1,2120931,2,"Fruit (Kg)",7,140,1.79769313486232e+308
26,"7/29/95",1,2120931,3,"Other forest product",8,560,1.79769313486232e+308
27,"7/29/95",1,2120931,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
28,"7/29/95",1,2120931,6,"Other agri product (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
29,"7/29/95",1,2120932,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
30,"7/29/95",1,2120932,6,"Other agri product (Kg)",1.79769313486232e+308,50,1.79769313486232e+308
31,"7/29/95",1,2120933,5,"Egg (4 Numbers)",5,50,1.79769313486232e+308
32,"7/29/95",1,2120933,6,"Other agri product (Kg)",1.79769313486232e+308,150,1.79769313486232e+308
33,"7/29/95",1,2121031,3,"Other forest product",5,150,1.79769313486232e+308
34,"7/29/95",1,2121031,4,"Milk (Litre)",960,13440,2400
35,"7/29/95",1,2121031,5,"Egg (4 Numbers)",15,150,50
36,"7/29/95",1,2121031,6,"Other agri product (Kg)",1.79769313486232e+308,3000,700
37,"7/29/95",1,2121131,1,"Tress (number)",1,300,1.79769313486232e+308
38,"7/29/95",1,2121131,2,"Fruit (Kg)",10,200,1.79769313486232e+308
39,"7/29/95",1,2121131,3,"Other forest product",20,500,1.79769313486232e+308
40,"7/29/95",1,2121131,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
41,"7/29/95",1,2121131,6,"Other agri product (Kg)",1.79769313486232e+308,350,1.79769313486232e+308
42,"7/29/95",1,2121231,1,"Tress (number)",3,1500,1.79769313486232e+308
43,"7/29/95",1,2121231,2,"Fruit (Kg)",12,120,1.79769313486232e+308
44,"7/29/95",1,2121231,3,"Other agri product (Kg)",5,125,1.79769313486232e+308
45,"7/29/95",1,2121231,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
46,"7/29/95",1,2121231,6,"Other agri product (Kg)",1.79769313486232e+308,275,50
47,"7/29/95",1,2121232,5,"Egg (4 Numbers)",25,250,1.79769313486232e+308
49,"7/29/95",1,2121232,6,"Other agri product (Kg)",1.79769313486232e+308,320,30
50,"7/29/95",1,2121339,1,"Tress (number)",1,500,1.79769313486232e+308
51,"7/29/95",1,2121339,2,"Fruit (Kg)",20,400,1.79769313486232e+308
52,"7/29/95",1,2121339,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
53,"7/29/95",1,2121339,6,"Other agri product (Kg)",1.79769313486232e+308,300,50
54,"6/19/99",1,2121439,2,"Fruit (Kg)",15,150,1.79769313486232e+308
55,"6/19/99",1,2121439,5,"Egg (4 Numbers)",8,80,1.79769313486232e+308
56,"6/19/99",1,2121439,6,"Other agri product (Kg)",1.79769313486232e+308,250,20
57,"6/19/99",1,2121539,2,"Fruit (Kg)",10,200,1.79769313486232e+308
58,"6/19/99",1,2121539,3,"Other forest product",5,250,1.79769313486232e+308
59,"6/19/99",1,2121539,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
60,"6/19/99",1,2121539,6,"Other agri product (Kg)",1.79769313486232e+308,350,20
61,"6/19/99",1,2121639,1,"Tress (number)",5,6200,1.79769313486232e+308
62,"6/19/99",1,2121639,2,"Fruit (Kg)",15,300,1.79769313486232e+308
63,"6/19/99",1,2121639,3,"Other forest product",50,2500,1.79769313486232e+308
64,"6/19/99",1,2121639,4,"Milk (Litre)",150,2100,300
65,"6/19/99",1,2121639,5,"Egg (4 Numbers)",20,200,1.79769313486232e+308
66,"6/19/99",1,2121639,6,"Other agri product (Kg)",1.79769313486232e+308,230,30
67,"6/19/99",1,2121739,2,"Fruit (Kg)",5,100,1.79769313486232e+308
68,"6/19/99",1,2121739,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
69,"6/19/99",1,2121839,2,"Fruit (Kg)",20,200,1.79769313486232e+308
70,"6/19/99",1,2121839,6,"Other agri product (Kg)",1.79769313486232e+308,350,50
255,"8/28/99",1,2130131,3,"Other forest product",10,300,1.79769313486232e+308
256,"8/28/99",1,2130131,5,"Egg (4 Numbers)",15,150,1.79769313486232e+308
257,"8/28/99",1,2130131,6,"Other agri product (Kg)",1.79769313486232e+308,450,1.79769313486232e+308
347,"8/28/99",1,2130141,2,"Fruit (Kg)",10,200,1.79769313486232e+308
348,"8/28/99",1,2130141,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
349,"8/28/99",1,2130141,6,"Other agri product (Kg)",1.79769313486232e+308,200,20
364,"8/28/99",1,2130151,1,"Tress (number)",4,4000,1.79769313486232e+308
365,"8/28/99",1,2130151,2,"Fruit (Kg)",30,600,50
366,"8/28/99",1,2130151,3,"Other forest product",25,1000,1.79769313486232e+308
367,"8/28/99",1,2130151,4,"Milk (Litre)",112,1344,300
368,"8/28/99",1,2130151,6,"Other agri product (Kg)",1.79769313486232e+308,500,150
258,"8/28/99",1,2130231,2,"Fruit (Kg)",250,7500,2000
259,"8/28/99",1,2130231,3,"Other forest product",50,1500,1.79769313486232e+308
260,"8/28/99",1,2130231,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
261,"8/28/99",1,2130231,6,"Other agri product (Kg)",1.79769313486232e+308,450,200
350,"8/28/99",1,2130241,1,"Tress (number)",3,800,1.79769313486232e+308
351,"8/28/99",1,2130241,2,"Fruit (Kg)",5,100,1.79769313486232e+308
352,"8/28/99",1,2130241,3,"Other forest product",10,300,1.79769313486232e+308
353,"8/28/99",1,2130241,6,"Other agri product (Kg)",1.79769313486232e+308,350,50
354,"8/28/99",1,2130242,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
355,"8/28/99",1,2130242,6,"Other agri product (Kg)",1.79769313486232e+308,200,1.79769313486232e+308
262,"8/28/99",1,2130331,1,"Tress (number)",4,200,1.79769313486232e+308
263,"8/28/99",1,2130331,2,"Fruit (Kg)",40,800,1.79769313486232e+308
264,"8/28/99",1,2130331,3,"Other forest product",10,300,1.79769313486232e+308
265,"8/28/99",1,2130331,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
266,"8/28/99",1,2130331,6,"Other agri product (Kg)",1.79769313486232e+308,500,60
356,"8/28/99",1,2130341,2,"Fruit (Kg)",10,200,1.79769313486232e+308
357,"8/28/99",1,2130341,3,"Other forest product",20,600,1.79769313486232e+308
358,"8/28/99",1,2130341,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
359,"8/28/99",1,2130341,6,"Other agri product (Kg)",1.79769313486232e+308,350,50
369,"8/28/99",1,2130351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
267,"8/28/99",1,2130431,1,"Tress (number)",10,1500,1.79769313486232e+308
268,"8/28/99",1,2130431,3,"Other forest product",5,150,1.79769313486232e+308
269,"8/28/99",1,2130431,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
270,"8/28/99",1,2130431,6,"Other agri product (Kg)",1.79769313486232e+308,700,200
271,"8/28/99",1,2130432,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
272,"8/28/99",1,2130432,6,"Other agri product (Kg)",1.79769313486232e+308,220,20
360,"8/28/99",1,2130441,6,"Other agri product (Kg)",1.79769313486232e+308,230,30
370,"8/28/99",1,2130459,2,"Fruit (Kg)",240,4800,500
371,"8/28/99",1,2130459,3,"Other forest product",20,1000,200
372,"8/28/99",1,2130459,4,"Milk (Litre)",240,2880,720
373,"8/28/99",1,2130459,5,"Egg (4 Numbers)",30,300,1.79769313486232e+308
374,"8/28/99",1,2130459,6,"Other agri product (Kg)",1.79769313486232e+308,1000,100
273,"8/28/99",1,2130531,1,"Tress (number)",8,1600,1.79769313486232e+308
274,"8/28/99",1,2130531,2,"Fruit (Kg)",20,400,1.79769313486232e+308
275,"8/28/99",1,2130531,3,"Other forest product",75,3000,1.79769313486232e+308
276,"8/28/99",1,2130531,4,"Milk (Litre)",22,264,1.79769313486232e+308
277,"8/28/99",1,2130531,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
278,"8/28/99",1,2130531,6,"Other agri product (Kg)",1.79769313486232e+308,350,30
361,"8/28/99",1,2130541,4,"Milk (Litre)",225,2700,100
362,"8/28/99",1,2130541,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
363,"8/28/99",1,2130541,6,"Other agri product (Kg)",1.79769313486232e+308,30,20
279,"8/28/99",1,2130631,2,"Fruit (Kg)",20,400,1.79769313486232e+308
280,"8/28/99",1,2130631,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
281,"8/28/99",1,2130631,6,"Other agri product (Kg)",1.79769313486232e+308,320,30
282,"8/28/99",1,2130731,2,"Fruit (Kg)",10,100,1.79769313486232e+308
283,"8/28/99",1,2130731,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
284,"8/28/99",1,2130731,6,"Other agri product (Kg)",1.79769313486232e+308,300,1.79769313486232e+308
285,"8/28/99",1,2130831,1,"Tress (number)",7,5000,1.79769313486232e+308
286,"8/28/99",1,2130831,2,"Fruit (Kg)",10,200,1.79769313486232e+308
287,"8/28/99",1,2130831,3,"Other forest product",100,6000,1.79769313486232e+308
288,"8/28/99",1,2130831,5,"Egg (4 Numbers)",10,100,1.79769313486232e+308
289,"8/28/99",1,2130831,6,"Other agri product (Kg)",1.79769313486232e+308,250,30
290,"8/28/99",1,2130832,1,"Tress (number)",5,4000,1.79769313486232e+308
291,"8/28/99",1,2130832,2,"Fruit (Kg)",5,100,1.79769313486232e+308
292,"8/28/99",1,2130832,3,"Other forest product",50,2500,1.79769313486232e+308
293,"8/28/99",1,2130832,5,"Egg (4 Numbers)",12,120,1.79769313486232e+308
294,"8/28/99",1,2130832,6,"Other agri product (Kg)",1.79769313486232e+308,200,30
295,"8/28/99",1,2130931,1,"Tress (number)",4,1200,1.79769313486232e+308
296,"8/28/99",1,2130931,2,"Fruit (Kg)",20,200,1.79769313486232e+308
297,"8/28/99",1,2130931,3,"Other forest product",30,1200,1.79769313486232e+308
298,"8/28/99",1,2130931,6,"Other agri product (Kg)",1.79769313486232e+308,300,30
299,"8/28/99",1,2130932,6,"Other agri product (Kg)",1.79769313486232e+308,275,1.79769313486232e+308
300,"8/28/99",1,2130933,6,"Other agri product (Kg)",1.79769313486232e+308,200,30
301,"8/28/99",1,2130934,6,"Other agri product (Kg)",1.79769313486232e+308,150,20
302,"8/28/99",1,2131031,1,"Tress (number)",5,2550,1.79769313486232e+308
303,"8/28/99",1,2131031,2,"Fruit (Kg)",10,150,1.79769313486232e+308
304,"8/28/99",1,2131031,3,"Other forest product",30,1500,1.79769313486232e+308
305,"8/28/99",1,2131031,4,"Milk (Litre)",110,1320,500
306,"8/28/99",1,2131031,6,"Other agri product (Kg)",1.79769313486232e+308,580,100
